USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
ssma     27741  0.0  0.0 609332  5960 ?        Sl   Apr07   1:56 python crawl_batch2.py query2/batch/query_batch_20
ssma     27742  0.0  0.0 604496  4888 ?        Sl   Apr07   0:52 python crawl_batch2.py query2/batch/query_batch_21
ssma     27743  0.0  0.0 1064896 6464 ?        Sl   Apr07   1:02 python crawl_batch2.py query2/batch/query_batch_22
ssma     27744  0.0  0.0 608056  7812 ?        Sl   Apr07   0:39 python crawl_batch2.py query2/batch/query_batch_23
ssma     27745  0.0  0.0 802228  5584 ?        Sl   Apr07   0:33 python crawl_batch2.py query2/batch/query_batch_24
ssma     27746  0.0  0.0 608108  6564 ?        Sl   Apr07   0:45 python crawl_batch2.py query2/batch/query_batch_25
ssma     27747  0.0  0.0 539204  5244 ?        Sl   Apr07   0:47 python crawl_batch2.py query2/batch/query_batch_26
ssma     27748  0.0  0.0 798592  5644 ?        Sl   Apr07   0:22 python crawl_batch2.py query2/batch/query_batch_27
ssma     27749  0.0  0.0 809344  8156 ?        Sl   Apr07   0:34 python crawl_batch2.py query2/batch/query_batch_28
ssma     27750  0.0  0.0 602868  5516 ?        Sl   Apr07   0:21 python crawl_batch2.py query2/batch/query_batch_29
ssma     27751  0.0  0.0 1328836 7420 ?        Sl   Apr07   0:38 python crawl_batch2.py query2/batch/query_batch_30
ssma     27752  0.0  0.0 605016  5276 ?        Sl   Apr07   0:34 python crawl_batch2.py query2/batch/query_batch_31
ssma     27753  0.0  0.0 536724  5812 ?        Sl   Apr07   0:22 python crawl_batch2.py query2/batch/query_batch_32
ssma     27754  0.0  0.0 1137992 5624 ?        Sl   Apr07   0:39 python crawl_batch2.py query2/batch/query_batch_33
ssma     27755  0.0  0.0 1064824 5616 ?        Sl   Apr07   0:29 python crawl_batch2.py query2/batch/query_batch_34
ssma     27756  0.0  0.0 607268  4844 ?        Sl   Apr07   0:32 python crawl_batch2.py query2/batch/query_batch_35
ssma     27757  0.0  0.0 607676  5068 ?        Sl   Apr07   0:44 python crawl_batch2.py query2/batch/query_batch_36
ssma     27758  0.0  0.0 543492  5924 ?        Sl   Apr07   0:43 python crawl_batch2.py query2/batch/query_batch_37
ssma     27759  0.0  0.0 558840  8560 ?        Sl   Apr07   0:49 python crawl_batch2.py query2/batch/query_batch_38
ssma     27760  0.0  0.0 1003136 6184 ?        Sl   Apr07   0:38 python crawl_batch2.py query2/batch/query_batch_39
ssma     27761  0.0  0.0 875528  6776 ?        Sl   Apr07   0:42 python crawl_batch2.py query2/batch/query_batch_40
ssma     27762  0.0  0.0 609604  6308 ?        Sl   Apr07   0:43 python crawl_batch2.py query2/batch/query_batch_41
ssma     27763  0.0  0.0 609728  7108 ?        Sl   Apr07   0:52 python crawl_batch2.py query2/batch/query_batch_42
ssma     27764  0.0  0.0 739652  6312 ?        Sl   Apr07   0:35 python crawl_batch2.py query2/batch/query_batch_43
ssma     27765  0.0  0.0 541448  7796 ?        Sl   Apr07   0:22 python crawl_batch2.py query2/batch/query_batch_44
ssma     27766  0.0  0.0 542536  5552 ?        Sl   Apr07   0:31 python crawl_batch2.py query2/batch/query_batch_45
ssma     27767  0.0  0.0 617000  7700 ?        Sl   Apr07   1:58 python crawl_batch2.py query2/batch/query_batch_46
ssma     27768  0.0  0.0 538100  5384 ?        Sl   Apr07   0:17 python crawl_batch2.py query2/batch/query_batch_47
ssma     27769  0.0  0.0 880172  6272 ?        Sl   Apr07   0:33 python crawl_batch2.py query2/batch/query_batch_48
ssma     27770  0.0  0.0 754088  5680 ?        Sl   Apr07   0:51 python crawl_batch2.py query2/batch/query_batch_49
root     28173  0.0  0.0 126136  4984 ?        Ss   10:18   0:00 sshd: tgebru [priv]
jkrause  28295  0.0  0.0 110416  1396 pts/8    S+   Apr15   0:00 screen
root     28296  0.0  0.0 112656  3340 ?        Ss   Apr15   0:00 SCREEN
jkrause  28297  0.0  0.0  65796  1748 pts/29   Ss+  Apr15   0:00 /bin/bash
jkrause  28373  0.0  0.0  65796  1640 pts/30   Ss+  Apr15   0:00 /bin/bash
root     28804  0.0  0.0  11124   512 ?        S<s  Apr07   0:00 /sbin/udevd -d
tgebru   28888  0.0  0.0 126272  2580 ?        S    10:19   0:02 sshd: tgebru@pts/18
tgebru   28891  0.0  0.0  66084  2260 pts/18   Ss   10:19   0:00 -bash
ssma     28963  0.0  0.0 1053220 30360 ?       Sl   Apr08   2:00 python crawl_batch2.py query2/batch/query_batch_01
tgebru   29111  0.0  0.0 110416  2068 pts/18   S+   10:19   0:00 screen -r
tgebru   29350  0.0  0.0  66164  2300 pts/48   Ss   12:09   0:00 /bin/bash
tgebru   29448  0.0  0.0  66164  2284 pts/41   Ss+  Apr16   0:00 /bin/bash
tgebru   29608  0.0  0.0  66164  2284 pts/42   Ss+  Apr16   0:00 /bin/bash
ssma     29667  0.0  0.0 837016 16720 ?        Sl   Apr08   2:06 python crawl_batch2.py query2/batch/query_batch_02
tgebru   29746  0.0  0.0  66164  2300 pts/43   Ss+  Apr16   0:00 /bin/bash
tgebru   30341  4.9  2.2 2176312 1102224 pts/21 Sl+ Apr16  45:53 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/MATLAB -dmlworker -nodisplay -r distcomp_evaluate_filetask
root     30342  0.0  0.0 126136  3112 ?        Ss   Apr15   0:00 sshd: jkrause [priv]
tgebru   30343  4.7  2.1 2225356 1078080 pts/21 Sl+ Apr16  43:24 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/MATLAB -dmlworker -nodisplay -r distcomp_evaluate_filetask
tgebru   30344  4.9  2.4 2326236 1226320 pts/21 Sl+ Apr16  45:13 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/MATLAB -dmlworker -nodisplay -r distcomp_evaluate_filetask
tgebru   30345  4.6  2.7 2425664 1343316 pts/21 Sl+ Apr16  42:31 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/MATLAB -dmlworker -nodisplay -r distcomp_evaluate_filetask
tgebru   30346  4.6  2.0 2140192 1002244 pts/21 Sl+ Apr16  42:21 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/MATLAB -dmlworker -nodisplay -r distcomp_evaluate_filetask
tgebru   30347  4.7  2.3 2208112 1152916 pts/21 Sl+ Apr16  43:42 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/MATLAB -dmlworker -nodisplay -r distcomp_evaluate_filetask
jkrause  30457  0.0  0.0 126136  1984 ?        S    Apr15   0:00 sshd: jkrause@pts/65
jkrause  30458  0.0  0.0  65664  1608 pts/65   Ss   Apr15   0:00 -bash
tgebru   30620  0.0  0.0  13828   984 pts/36   Ss+  Apr16   0:00 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/matlab_helper /dev/pts/36 no
tgebru   30621  0.0  0.0  13828   984 pts/38   Ss+  Apr16   0:00 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/matlab_helper /dev/pts/38 no
tgebru   30622  0.0  0.0  13828   984 pts/39   Ss+  Apr16   0:00 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/matlab_helper /dev/pts/39 no
tgebru   30623  0.0  0.0  13828   984 pts/45   Ss+  Apr16   0:00 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/matlab_helper /dev/pts/45 no
tgebru   30624  0.0  0.0  13828   984 pts/46   Ss+  Apr16   0:00 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/matlab_helper /dev/pts/46 no
tgebru   30625  0.0  0.0  13828   988 pts/47   Ss+  Apr16   0:00 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/matlab_helper /dev/pts/47 no
ssma     30767  0.0  0.0  65524  1376 pts/26   Ss   Apr15   0:00 /bin/bash
tgebru   30812  1.5 10.1 6107548 5019276 pts/21 Sl+ Apr16  18:21 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/MATLAB -nosplash -nodesktop
tgebru   31078  0.0  0.0  66164  2300 pts/19   Ss   Apr16   0:00 /bin/bash
ssma     31203  0.0  0.0 1135628 15880 ?       Sl   Apr08   1:02 python crawl_batch2.py query2/batch/query_batch_03
root     31301  0.5  0.0 159540  3780 ?        Sl   Apr07  85:08 /usr/sbin/snmpd -Lsd -Lf /dev/null -p /var/run/snmpd.pid -a
root     31451  0.0  0.0 104008   204 ?        Ss   Apr07   0:00 rpc.rquotad
root     31455  0.0  0.0      0     0 ?        S    Apr07   0:00 [lockd]
root     31456  0.0  0.0      0     0 ?        S<   Apr07   0:00 [nfsd4]
root     31457  0.0  0.0      0     0 ?        S    Apr07   7:16 [nfsd]
root     31458  0.0  0.0      0     0 ?        S    Apr07   7:40 [nfsd]
root     31459  0.0  0.0      0     0 ?        S    Apr07   7:25 [nfsd]
root     31460  0.0  0.0      0     0 ?        S    Apr07   6:59 [nfsd]
root     31461  0.0  0.0      0     0 ?        S    Apr07   9:17 [nfsd]
root     31462  0.0  0.0      0     0 ?        S    Apr07   7:59 [nfsd]
root     31463  0.0  0.0      0     0 ?        S    Apr07   7:53 [nfsd]
root     31464  0.0  0.0      0     0 ?        S    Apr07   6:40 [nfsd]
root     31467  0.0  0.0  48952   772 ?        Ss   Apr07   0:08 rpc.mountd
tgebru   31514  0.0  0.0  66164  2308 pts/20   Ss   Apr16   0:00 /bin/bash
rpcuser  31517  0.0  0.0  49020   784 ?        Ss   Apr07   0:00 rpc.statd
ntp      31582  0.0  0.0  38184 23876 ?        SLs  Apr07   1:18 ntpd -u ntp:ntp -p /var/run/ntpd.pid -g
root     31619  0.0  0.0  74144   708 ?        Ss   Apr07   2:38 crond
tgebru   32119  0.0  0.0  95528  2992 pts/19   S+   Apr16   0:01 vim run_dpm_eval.m
